order_id,order_date,customer_id,order_status,city,state,pincode
O804544,2024-01-11 22:56:24,C102782,delivered,Nagpur,Maharashtra,552900
O800449,2024-01-12 00:21:52,C100549,delivered,Jaipur,Rajasthan,137213
O801299,2024-01-12 01:53:37,C102999,delivered,Pune,Maharashtra,192104
O806777,2024-01-12 01:58:47,C101068,cancelled,Ahmedabad,Gujarat,491050
O808398,2024-01-12 03:36:00,C102129,delivered,Surat,Gujarat,584706
O800368,2024-01-12 07:11:13,C100462,cancelled,Ahmedabad,Gujarat,237337
O807630,2024-01-12 08:39:16,C101558,delivered,Ahmedabad,Gujarat,465887
O808115,2024-01-12 10:27:13,C100064,delivered,Kolkata,West Bengal,433923
O809204,2024-01-12 11:17:52,C102506,delivered,Lucknow,Uttar Pradesh,383129
O810914,2024-01-12 12:47:22,C102881,shipped,Mumbai,Maharashtra,591193
O802434,2024-01-12 13:12:15,C102914,cancelled,Indore,Madhya Pradesh,341946
O801373,2024-01-12 13:30:44,C101302,shipped,Jaipur,Rajasthan,399258
O802037,2024-01-12 13:43:17,C100143,delivered,Nagpur,Maharashtra,680059
O810403,2024-01-12 13:56:49,C102870,delivered,Mumbai,Maharashtra,645244
O803447,2024-01-12 17:56:45,C102880,delivered,Noida,Uttar Pradesh,147570
O810454,2024-01-12 18:31:09,C100495,processing,Jaipur,Rajasthan,317925
O808475,2024-01-12 19:18:45,C100297,delivered,Bengaluru,Karnataka,119491
O811586,2024-01-12 22:16:33,C100694,delivered,Gurugram,Haryana,285746
O804717,2024-01-12 22:27:12,C102270,delivered,Kanpur,Uttar Pradesh,388101
O805091,2024-01-12 23:30:16,C100265,shipped,Jaipur,Rajasthan,439704
O810766,2024-01-13 04:37:58,C100143,delivered,Nagpur,Maharashtra,680059
O802520,2024-01-13 04:45:27,C100200,delivered,Hyderabad,Telangana,400507
O800741,2024-01-13 04:49:02,C101716,delivered,Gurugram,Haryana,594046
O806667,2024-01-13 05:19:22,C101117,processing,Ahmedabad,Gujarat,157850
O801881,2024-01-13 06:44:03,C102181,processing,Pune,Maharashtra,462475
O804929,2024-01-13 07:07:47,C102968,cancelled,Bengaluru,Karnataka,419642
O807719,2024-01-13 07:31:32,C100203,delivered,Pune,Maharashtra,329188
O800629,2024-01-13 10:14:26,C100763,delivered,Ahmedabad,Gujarat,553035
O808948,2024-01-13 12:29:44,C102178,delivered,Kolkata,West Bengal,564926
O802187,2024-01-13 13:10:58,C100119,delivered,Coimbatore,Tamil Nadu,293258
O802445,2024-01-13 14:25:07,C102217,returned,Kolkata,West Bengal,648785
O808377,2024-01-13 15:00:57,C101382,delivered,Gurugram,Haryana,380774
O806952,2024-01-13 15:34:46,C102223,delivered,Pune,Maharashtra,215153
O810850,2024-01-13 17:11:39,C101598,delivered,Chennai,Tamil Nadu,511176
O809719,2024-01-13 20:51:43,C100254,cancelled,Coimbatore,Tamil Nadu,184408
O809006,2024-01-13 23:28:11,C100061,delivered,Nagpur,Maharashtra,252728
O801607,2024-01-14 00:16:05,C100858,delivered,Pune,Maharashtra,330386
O809180,2024-01-14 00:33:00,C102629,delivered,Surat,Gujarat,625474
O810125,2024-01-14 01:24:58,C102905,delivered,Coimbatore,Tamil Nadu,592898
O807405,2024-01-14 02:17:00,C101001,delivered,Coimbatore,Tamil Nadu,632757
O809473,2024-01-14 02:37:08,C101528,delivered,Indore,Madhya Pradesh,414603
O809826,2024-01-14 02:46:30,C100323,processing,Surat,Gujarat,424444
O805568,2024-01-14 03:19:49,C101459,delivered,Jaipur,Rajasthan,664634
O801039,2024-01-14 03:34:05,C102572,delivered,Pune,Maharashtra,440048
O810494,2024-01-14 04:01:00,C102261,delivered,Delhi,Delhi,394329
O811031,2024-01-14 04:01:07,C100166,delivered,Indore,Madhya Pradesh,647732
O801462,2024-01-14 06:08:38,C102092,delivered,Gurugram,Haryana,279180
O807475,2024-01-14 15:16:29,C101724,returned,Lucknow,Uttar Pradesh,455173
O810220,2024-01-14 16:56:09,C102733,cancelled,Hyderabad,Telangana,693318
O802494,2024-01-14 17:38:57,C101929,delivered,Ahmedabad,Gujarat,459379
O809274,2024-01-14 18:24:57,C102195,delivered,Surat,Gujarat,410159
O801688,2024-01-14 21:27:19,C101324,cancelled,Kolkata,West Bengal,499363
O805508,2024-01-14 22:48:10,C102397,delivered,Chennai,Tamil Nadu,683404
O807208,2024-01-15 01:42:26,C101455,delivered,Kanpur,Uttar Pradesh,475208
O800117,2024-01-15 02:31:50,C100669,delivered,Surat,Gujarat,135457
O801340,2024-01-15 04:03:53,C101232,cancelled,Chennai,Tamil Nadu,478709
O801903,2024-01-15 04:09:01,C100847,delivered,Nagpur,Maharashtra,372037
O806245,2024-01-15 05:46:24,C101100,cancelled,Gurugram,Haryana,377751
O801220,2024-01-15 07:09:29,C101474,delivered,Indore,Madhya Pradesh,404849
O811025,2024-01-15 10:34:12,C100602,delivered,Chennai,Tamil Nadu,692994
O807267,2024-01-15 10:55:25,C101152,cancelled,Bhopal,Madhya Pradesh,595825
O810937,2024-01-15 12:42:38,C101779,delivered,Bhopal,Madhya Pradesh,400699
O801983,2024-01-15 12:42:52,C101314,delivered,Lucknow,Uttar Pradesh,518177
O805034,2024-01-15 13:08:39,C102259,processing,Indore,Madhya Pradesh,440080
O811550,2024-01-15 13:17:28,C101790,delivered,Pune,Maharashtra,694359
O811430,2024-01-15 19:29:17,C101192,delivered,Bengaluru,Karnataka,649068
O805512,2024-01-15 19:36:42,C100401,delivered,Surat,Gujarat,680534
O809785,2024-01-15 22:42:44,C101626,delivered,Indore,Madhya Pradesh,284898
O803360,2024-01-16 00:16:49,C101020,delivered,Lucknow,Uttar Pradesh,476590
O809908,2024-01-16 01:33:29,C100705,delivered,Surat,Gujarat,360699
O807766,2024-01-16 04:15:25,C101509,delivered,Kolkata,West Bengal,362411
O811373,2024-01-16 04:21:04,C100943,processing,Kanpur,Uttar Pradesh,176433
O806955,2024-01-16 05:28:27,C102677,delivered,Gurugram,Haryana,397181
O811386,2024-01-16 06:21:06,C101111,delivered,Indore,Madhya Pradesh,503545
O811683,2024-01-16 07:16:08,C102365,delivered,Jaipur,Rajasthan,220771
O811434,2024-01-16 07:33:33,C100705,delivered,Surat,Gujarat,360699
O800897,2024-01-16 08:05:46,C102436,delivered,Pune,Maharashtra,646208
O810671,2024-01-16 09:18:12,C102371,delivered,Pune,Maharashtra,358924
O800725,2024-01-16 09:31:35,C101810,delivered,Hyderabad,Telangana,400690
O810394,2024-01-16 11:38:36,C101852,delivered,Bengaluru,Karnataka,625152
O801289,2024-01-16 12:45:15,C102655,delivered,Jaipur,Rajasthan,362299
O805076,2024-01-16 14:02:48,C102462,delivered,Noida,Uttar Pradesh,668046
O809213,2024-01-16 17:44:58,C101963,delivered,Delhi,Delhi,400515
O807280,2024-01-16 17:59:14,C100040,delivered,Mysuru,Karnataka,533206
O811189,2024-01-16 18:47:24,C100949,delivered,Coimbatore,Tamil Nadu,631727
O804861,2024-01-16 18:53:10,C101092,delivered,Bengaluru,Karnataka,110209
O809562,2024-01-16 21:35:16,C100033,delivered,Nagpur,Maharashtra,252832
O802715,2024-01-16 22:35:26,C102365,returned,Jaipur,Rajasthan,220771
O807696,2024-01-17 01:03:47,C101081,delivered,Lucknow,Uttar Pradesh,600576
O805887,2024-01-17 01:34:45,C100721,returned,Surat,Gujarat,578032
O800927,2024-01-17 01:49:23,C100364,shipped,Coimbatore,Tamil Nadu,163175
O801309,2024-01-17 03:24:42,C101466,delivered,Chennai,Tamil Nadu,370609
O803537,2024-01-17 04:42:27,C102298,delivered,Bengaluru,Karnataka,120360
O811421,2024-01-17 05:55:17,C101599,delivered,Hyderabad,Telangana,132462
O803897,2024-01-17 06:23:12,C102838,shipped,Pune,Maharashtra,423694
O809824,2024-01-17 08:11:37,C101208,cancelled,Bengaluru,Karnataka,139717
O805492,2024-01-17 08:22:27,C102055,delivered,Lucknow,Uttar Pradesh,215940
O805118,2024-01-17 08:54:26,C101137,cancelled,Kolkata,West Bengal,220290
O801231,2024-01-17 09:53:58,C101139,delivered,Kanpur,Uttar Pradesh,337021
O801488,2024-01-17 11:20:49,C101725,delivered,Kanpur,Uttar Pradesh,411841
O811530,2024-01-17 11:34:39,C102984,delivered,Gurugram,Haryana,167153
O807286,2024-01-17 13:14:58,C102838,delivered,Pune,Maharashtra,423694
O804650,2024-01-17 17:26:55,C100699,delivered,Mumbai,Maharashtra,669031
O805659,2024-01-17 19:26:37,C101697,returned,Jaipur,Rajasthan,397120
O809656,2024-01-17 20:54:28,C101860,delivered,Bengaluru,Karnataka,491784
O803922,2024-01-18 01:56:25,C102113,delivered,Pune,Maharashtra,474404
O810886,2024-01-18 03:23:16,C101569,delivered,Lucknow,Uttar Pradesh,602290
O809840,2024-01-18 04:42:17,C100652,cancelled,Kolkata,West Bengal,371401
O800781,2024-01-18 05:10:44,C102657,processing,Ahmedabad,Gujarat,218352
O804837,2024-01-18 06:51:28,C102725,delivered,Indore,Madhya Pradesh,291142
O802086,2024-01-18 10:22:44,C101205,delivered,Chennai,Tamil Nadu,654854
O804712,2024-01-18 11:52:06,C101569,delivered,Lucknow,Uttar Pradesh,602290
O811388,2024-01-18 12:10:18,C100088,delivered,Hyderabad,Telangana,616528
O807159,2024-01-18 14:02:26,C101418,delivered,Bengaluru,Karnataka,532397
O804312,2024-01-18 18:33:41,C101137,delivered,Kolkata,West Bengal,220290
O805868,2024-01-18 19:04:18,C102208,delivered,Gurugram,Haryana,423030
O808677,2024-01-18 21:32:56,C102542,delivered,Mumbai,Maharashtra,331666
O802930,2024-01-18 21:37:55,C100742,delivered,Surat,Gujarat,388910
O807770,2024-01-19 00:34:14,C102655,cancelled,Jaipur,Rajasthan,362299
O811317,2024-01-19 01:54:17,C100774,delivered,Bhopal,Madhya Pradesh,586984
O807183,2024-01-19 04:53:00,C100945,delivered,Mysuru,Karnataka,657860
O804112,2024-01-19 05:17:07,C101171,delivered,Noida,Uttar Pradesh,476349
O807871,2024-01-19 05:21:38,C102487,delivered,Kolkata,West Bengal,511336
O809294,2024-01-19 05:22:50,C101166,shipped,Pune,Maharashtra,514062
O804040,2024-01-19 06:21:06,C101608,delivered,Nagpur,Maharashtra,385455
O804365,2024-01-19 09:33:03,C102229,delivered,Mysuru,Karnataka,410572
O805809,2024-01-19 15:02:23,C102671,returned,Surat,Gujarat,415415
O809767,2024-01-19 15:35:02,C102441,delivered,Mumbai,Maharashtra,271298
O805891,2024-01-19 16:28:17,C100210,returned,Chennai,Tamil Nadu,266810
O802266,2024-01-19 17:14:03,C100532,delivered,Chennai,Tamil Nadu,379580
O811523,2024-01-19 18:18:42,C101247,delivered,Jaipur,Rajasthan,361227
O802654,2024-01-19 18:22:28,C101656,delivered,Lucknow,Uttar Pradesh,130951
O801956,2024-01-20 03:23:36,C101230,shipped,Bengaluru,Karnataka,455395
O811158,2024-01-20 04:03:33,C102037,delivered,Bhopal,Madhya Pradesh,554165
O808462,2024-01-20 04:16:18,C101846,delivered,Ahmedabad,Gujarat,195637
O809741,2024-01-20 04:46:29,C101509,delivered,Kolkata,West Bengal,362411
O804665,2024-01-20 05:27:37,C100891,delivered,Mumbai,Maharashtra,130946
O810989,2024-01-20 06:53:23,C101655,delivered,Ahmedabad,Gujarat,290564
O805829,2024-01-20 07:26:56,C102109,returned,Pune,Maharashtra,191015
O808052,2024-01-20 09:03:33,C101597,delivered,Bengaluru,Karnataka,229107
O811469,2024-01-20 09:17:22,C100931,delivered,Nagpur,Maharashtra,427545
O811462,2024-01-20 12:18:05,C100119,delivered,Coimbatore,Tamil Nadu,293258
O804853,2024-01-20 13:19:35,C101477,delivered,Indore,Madhya Pradesh,238501
O808545,2024-01-20 15:13:00,C100739,delivered,Coimbatore,Tamil Nadu,269011
O801886,2024-01-20 17:02:59,C100750,delivered,Gurugram,Haryana,287946
