order_id,product_id,seller_id,quantity,list_price,unit_price,item_total
O801386,P50250,S20142,1,3293,2528.26,2528.26
O801386,P50010,S20125,1,398,237.93,237.93
O811670,P50416,S20100,1,1049,890.64,890.64
O810966,P50549,S20015,1,892,639.44,639.44
O805870,P50576,S20032,1,1833,1210.25,1210.25
O808262,P51214,S20034,1,53774,50542.33,50542.33
O808262,P50549,S20208,1,892,892.0,892.0
O808262,P50766,S20156,1,42271,41505.89,41505.89
O811265,P50456,S20118,1,14055,12244.01,12244.01
O811265,P51292,S20074,1,4903,4072.81,4072.81
O802961,P50943,S20102,1,63769,48869.81,48869.81
O806706,P50243,S20080,2,9305,9065.75,18131.5
O808203,P50279,S20231,1,2242,1294.38,1294.38
O810960,P50803,S20219,1,7513,4075.67,4075.67
O805061,P51171,S20214,1,23712,20277.68,20277.68
O805061,P51132,S20146,1,31884,31369.6,31369.6
O802954,P51464,S20129,1,21260,15113.87,15113.87
O811133,P50448,S20024,1,1306,1050.49,1050.49
O803242,P50955,S20086,1,121889,112644.27,112644.27
O801031,P50098,S20021,1,19972,12227.83,12227.83
O801031,P50851,S20180,1,75617,68568.3,68568.3
O809612,P51127,S20004,1,13908,9719.35,9719.35
O809612,P51216,S20082,1,3863,3364.25,3364.25
O809612,P50626,S20189,1,58087,41482.47,41482.47
O807689,P50045,S20116,1,40741,36650.86,36650.86
O804236,P50573,S20141,1,102281,72903.77,72903.77
O809652,P50625,S20091,1,6608,5482.99,5482.99
O808865,P51221,S20007,1,45664,28711.42,28711.42
O803425,P50763,S20209,1,1441,1136.84,1136.84
O808850,P50104,S20034,1,5894,5406.58,5406.58
O810177,P50028,S20066,1,817,636.78,636.78
O810177,P50168,S20143,1,25055,20959.08,20959.08
O807061,P50633,S20060,1,9932,9882.5,9882.5
O811754,P50868,S20069,1,16524,11437.41,11437.41
O810840,P50887,S20240,2,4817,3212.47,6424.94
O806790,P50456,S20036,1,14055,13071.15,13071.15
O804151,P50442,S20088,2,4060,2780.36,5560.72
O807419,P51360,S20188,1,126794,120979.28,120979.28
O806228,P50795,S20110,1,14643,12471.08,12471.08
O810344,P50398,S20064,1,35633,31867.14,31867.14
O810344,P50185,S20245,1,14309,11331.53,11331.53
O810344,P50297,S20182,1,104304,93792.44,93792.44
O803802,P50840,S20158,1,29424,20263.55,20263.55
O808800,P50530,S20224,1,31739,23138.67,23138.67
O801172,P51478,S20139,1,1823,1271.94,1271.94
O801172,P51496,S20062,1,5670,4679.92,4679.92
O802036,P51100,S20149,2,1142,869.76,1739.52
O809538,P50641,S20115,1,33913,27807.29,27807.29
O805930,P50657,S20131,1,4658,3505.29,3505.29
O811464,P50244,S20092,1,1202,834.97,834.97
O810434,P51447,S20095,3,52997,41940.07,125820.21
O807204,P51017,S20021,1,1847,1212.25,1212.25
O809548,P50135,S20249,1,9815,7158.0,7158.0
O809931,P51160,S20106,1,66,44.28,44.28
O802972,P50204,S20105,1,12723,10383.85,10383.85
O802972,P50883,S20058,1,15529,9380.05,9380.05
O802972,P50555,S20199,1,39680,33498.84,33498.84
O808881,P50059,S20207,3,54199,36395.24,109185.72
O808881,P50248,S20235,1,4466,2967.95,2967.95
O808881,P51438,S20098,3,254,196.22,588.66
O803985,P50884,S20246,1,6555,4809.86,4809.86
O800559,P50637,S20044,1,26801,15046.34,15046.34
O803785,P50982,S20058,1,373,223.4,223.4
O801115,P50396,S20137,1,50030,39524.78,39524.78
O806697,P50044,S20147,1,6799,4898.19,4898.19
O806773,P50001,S20034,1,38172,34672.42,34672.42
O806773,P51185,S20178,1,179,167.49,167.49
O805567,P51220,S20138,1,36788,31625.62,31625.62
O806914,P50705,S20213,1,103,84.52,84.52
O810385,P50558,S20074,1,8678,6202.71,6202.71
O810385,P50225,S20201,1,1091,550.99,550.99
O802132,P51025,S20183,1,9073,9073.0,9073.0
O801787,P51235,S20077,1,4030,3885.24,3885.24
O804369,P51316,S20016,1,57762,44025.08,44025.08
O805080,P51103,S20188,1,4126,3829.06,3829.06
O805503,P50118,S20179,1,941,629.14,629.14
O805503,P50597,S20080,1,6715,4270.24,4270.24
O805503,P50567,S20183,1,5664,3737.64,3737.64
O802823,P50941,S20189,1,5057,4965.0,4965.0
O807786,P50574,S20228,1,6318,5948.95,5948.95
O807355,P50007,S20050,1,67482,46194.42,46194.42
O809483,P50234,S20039,1,52973,52973.0,52973.0
O804883,P50426,S20200,2,2638,1869.06,3738.12
O810638,P50601,S20244,1,719,647.57,647.57
O810638,P50278,S20028,1,6836,6115.38,6115.38
O810638,P50911,S20176,1,31260,26361.76,26361.76
O804809,P50852,S20026,1,1193,586.59,586.59
O804809,P50639,S20122,1,642,499.76,499.76
O801347,P50359,S20175,1,97043,71014.98,71014.98
O809000,P51203,S20181,2,47955,40950.14,81900.28
O809000,P50604,S20171,1,12084,8401.29,8401.29
O808415,P50211,S20180,1,1407,939.13,939.13
O803688,P50715,S20219,1,2582,2116.48,2116.48
O803688,P50548,S20186,1,49113,44231.66,44231.66
O803688,P50217,S20213,1,6917,5312.28,5312.28
O806264,P51474,S20012,2,17126,12187.3,24374.6
O808134,P50145,S20015,1,31837,24097.07,24097.07
O808134,P51082,S20043,1,7020,5592.67,5592.67
O808134,P50640,S20187,1,1305,867.29,867.29
O806543,P51426,S20195,1,14810,11505.12,11505.12
O806543,P51056,S20006,2,8066,5172.54,10345.08
O806449,P50989,S20077,1,23399,19008.2,19008.2
O808986,P50410,S20004,1,9608,9608.0,9608.0
O810422,P51457,S20006,1,5106,3328.49,3328.49
O801747,P51394,S20201,1,629,493.27,493.27
O806342,P51204,S20017,1,5137,3993.16,3993.16
O809669,P51073,S20194,1,2909,2193.19,2193.19
O808141,P50321,S20140,1,112160,109173.3,109173.3
O805323,P51106,S20076,1,8097,7518.38,7518.38
O805476,P50535,S20176,1,6068,4994.27,4994.27
O808838,P50068,S20155,1,1347,892.46,892.46
O808838,P51031,S20015,1,4773,3565.79,3565.79
O803900,P50915,S20082,1,2727,2463.74,2463.74
O803900,P50760,S20023,1,27933,23586.04,23586.04
O805862,P51122,S20052,1,2548,1861.72,1861.72
O805862,P50709,S20168,1,751,538.82,538.82
O805862,P50826,S20016,1,11163,11163.0,11163.0
O809073,P50207,S20116,1,32412,32062.46,32062.46
O803801,P50814,S20186,1,7588,6300.85,6300.85
O801049,P50897,S20218,1,7290,6779.7,6779.7
O801413,P51215,S20145,1,34127,22697.21,22697.21
O801413,P51395,S20007,1,53586,42222.31,42222.31
O800989,P50025,S20033,1,7304,4857.13,4857.13
O810809,P50506,S20191,1,57324,51205.15,51205.15
O807321,P50147,S20088,1,2470,1770.5,1770.5
O807321,P50860,S20175,1,1016,730.27,730.27
O803930,P50377,S20197,1,884,764.41,764.41
O803930,P50979,S20089,1,6000,4163.91,4163.91
O808827,P50064,S20168,2,54435,41553.71,83107.42
O804921,P50728,S20017,1,11852,9417.62,9417.62
O804441,P50802,S20200,1,67496,57394.3,57394.3
O807289,P50628,S20243,1,5857,5301.86,5301.86
O807289,P50596,S20028,2,8649,7046.07,14092.14
O807289,P50278,S20098,1,6836,4768.49,4768.49
O810396,P50365,S20035,1,109042,90325.69,90325.69
O810259,P50498,S20026,1,17437,11251.32,11251.32
O810259,P50168,S20103,1,25055,21679.26,21679.26
O810259,P50461,S20063,1,3703,2453.54,2453.54
O804596,P50419,S20006,1,3985,3566.18,3566.18
O804596,P50875,S20245,1,65581,58508.7,58508.7
O804596,P50039,S20240,1,3190,3157.9,3157.9
O804596,P50362,S20177,1,149678,131986.9,131986.9
O811092,P50083,S20153,1,64320,42873.94,42873.94
O811092,P51261,S20110,1,7567,6652.05,6652.05
O802793,P50343,S20241,1,14084,8046.85,8046.85
O802793,P51481,S20110,1,3253,2591.52,2591.52
O811233,P50508,S20007,2,718,686.78,1373.56
O811233,P50840,S20244,1,29424,24361.47,24361.47
O811233,P50337,S20164,1,1036,793.79,793.79
O803730,P51021,S20245,2,319,258.7,517.4
O801431,P50873,S20242,1,23226,22924.23,22924.23
O808112,P50861,S20145,1,6529,4963.44,4963.44
O808112,P50181,S20171,1,1371,1371.0,1371.0
O808580,P50006,S20114,1,1614,1299.13,1299.13
O802100,P50664,S20156,1,14327,12016.44,12016.44
O801548,P50407,S20180,1,5238,4470.05,4470.05
O801317,P51322,S20217,1,15878,11590.36,11590.36
O810176,P50261,S20028,1,6114,3579.77,3579.77
O802040,P51422,S20120,1,422,331.15,331.15
O802707,P50474,S20036,2,7669,6683.16,13366.32
O808763,P51212,S20213,1,2427,1867.83,1867.83
O802394,P50276,S20233,1,4431,2693.36,2693.36
O802394,P50825,S20015,1,1792,1201.23,1201.23
O802394,P50095,S20002,1,14981,7061.14,7061.14
O804571,P51055,S20228,1,5329,4863.39,4863.39
O810204,P51291,S20243,1,11697,10954.44,10954.44
O804544,P50747,S20022,1,72553,52474.4,52474.4
O800449,P50392,S20055,1,47184,37403.28,37403.28
O800449,P50398,S20011,1,35633,33540.15,33540.15
O800449,P51261,S20032,1,7567,6329.85,6329.85
O800449,P50728,S20162,1,11852,9450.83,9450.83
O801299,P50994,S20040,1,1371,982.72,982.72
O806777,P50807,S20141,1,55534,42170.06,42170.06
O808398,P51373,S20048,1,12311,7450.31,7450.31
O800368,P51374,S20111,1,1294,766.71,766.71
O807630,P50766,S20215,1,42271,39855.34,39855.34
O808115,P51034,S20049,1,30768,23012.63,23012.63
O808115,P51087,S20025,1,9756,7944.11,7944.11
O809204,P51145,S20201,2,36550,23391.32,46782.64
O810914,P50186,S20043,1,32101,28219.38,28219.38
O802434,P50391,S20196,1,56568,54492.78,54492.78
O801373,P50199,S20114,1,37381,25887.2,25887.2
O802037,P50054,S20150,1,7765,5126.21,5126.21
O810403,P50381,S20145,1,29315,26872.47,26872.47
O803447,P50294,S20138,1,2523,1757.45,1757.45
O803447,P50054,S20071,1,7765,7327.81,7327.81
O810454,P50642,S20224,1,2448,2202.54,2202.54
O808475,P51450,S20062,1,6135,6135.0,6135.0
O808475,P50940,S20133,1,8694,6172.79,6172.79
O811586,P50079,S20172,1,33897,26286.56,26286.56
O804717,P50639,S20123,1,642,560.96,560.96
O804717,P51295,S20014,1,1867,1605.81,1605.81
O805091,P51284,S20066,1,6779,4936.71,4936.71
O810766,P51274,S20140,1,4473,3586.83,3586.83
O802520,P50295,S20122,1,2669,2041.26,2041.26
O802520,P50738,S20016,1,567,537.3,537.3
O802520,P50172,S20089,2,9825,7313.2,14626.4
O800741,P50898,S20112,1,12183,9903.42,9903.42
O806667,P51276,S20202,1,25637,25622.27,25622.27
O801881,P50535,S20107,1,6068,3160.8,3160.8
O801881,P51149,S20098,1,5520,5177.93,5177.93
O801881,P50767,S20069,1,8355,7834.67,7834.67
O804929,P50438,S20102,1,1719,1460.71,1460.71
O807719,P51312,S20179,1,47955,43219.67,43219.67
O807719,P51202,S20091,1,6665,5699.92,5699.92
O800629,P51103,S20030,2,4126,3327.53,6655.06
O808948,P50096,S20242,1,812,602.2,602.2
O802187,P50713,S20162,1,4071,2976.71,2976.71
O802445,P50029,S20147,1,19604,18363.46,18363.46
O802445,P50993,S20018,1,4538,3079.57,3079.57
O808377,P51467,S20012,1,276,185.99,185.99
O806952,P51286,S20003,1,23619,20279.1,20279.1
O810850,P51413,S20005,1,1796,1503.86,1503.86
O809719,P50654,S20238,1,1342,1164.42,1164.42
O809006,P50863,S20171,1,28766,26780.76,26780.76
O809006,P51089,S20106,1,3997,3997.0,3997.0
O809006,P50735,S20248,1,4973,4264.71,4264.71
O801607,P50852,S20201,1,1193,562.08,562.08
O809180,P50530,S20105,1,31739,27125.0,27125.0
O809180,P51293,S20230,1,1277,1137.33,1137.33
O809180,P51072,S20246,1,6638,4477.95,4477.95
O809180,P51057,S20182,1,4794,3705.79,3705.79
O810125,P50239,S20068,1,5079,3443.78,3443.78
O807405,P50595,S20182,1,57094,44092.02,44092.02
O809473,P50687,S20171,2,2934,2289.98,4579.96
O809826,P50313,S20183,1,4797,3528.54,3528.54
O809826,P50845,S20094,1,14139,9014.84,9014.84
O805568,P51172,S20246,1,1510,1263.91,1263.91
O801039,P51478,S20127,1,1823,1047.58,1047.58
O801039,P51001,S20060,2,340,233.91,467.82
O801039,P50156,S20226,3,76690,54485.72,163457.16
O810494,P50904,S20094,1,1185,871.18,871.18
O811031,P51255,S20169,1,26398,22484.97,22484.97
O811031,P51230,S20120,1,439,290.31,290.31
O801462,P50171,S20105,1,1217,845.47,845.47
O801462,P51435,S20029,1,36232,31947.42,31947.42
O807475,P51189,S20229,3,92182,89970.39,269911.17
O810220,P50504,S20183,1,13987,10167.3,10167.3
O802494,P50543,S20206,3,5605,5212.65,15637.95
O802494,P51099,S20011,1,18521,17028.11,17028.11
O809274,P51235,S20037,1,4030,3904.88,3904.88
O801688,P50602,S20147,2,2968,1919.68,3839.36
O805508,P51045,S20016,1,144768,110598.44,110598.44
O807208,P50153,S20236,1,2160,1543.19,1543.19
O800117,P50423,S20134,1,5656,4075.24,4075.24
O801340,P50647,S20007,1,1517,1214.99,1214.99
O801903,P50291,S20156,1,579,359.91,359.91
O806245,P51433,S20126,1,3272,2983.5,2983.5
O801220,P50612,S20147,1,195,129.93,129.93
O811025,P50592,S20248,1,9454,7201.17,7201.17
O807267,P51144,S20031,1,76645,46848.82,46848.82
O810937,P50646,S20231,2,144191,109191.17,218382.34
O810937,P50384,S20043,1,10210,7194.52,7194.52
O801983,P50730,S20073,1,78066,60758.71,60758.71
O801983,P50233,S20204,1,7453,6468.92,6468.92
O801983,P50217,S20145,1,6917,5612.91,5612.91
O805034,P51439,S20153,2,214,173.47,346.94
O805034,P51485,S20234,1,1732,1289.72,1289.72
O805034,P51362,S20183,1,8402,6206.27,6206.27
O805034,P50245,S20188,1,6635,4123.86,4123.86
O811550,P50148,S20163,1,18708,14000.3,14000.3
O811430,P50893,S20139,1,11205,9309.68,9309.68
O805512,P50403,S20185,1,93264,86356.45,86356.45
O805512,P50502,S20237,1,12847,9354.2,9354.2
O809785,P50383,S20072,1,20268,19493.85,19493.85
O809785,P50032,S20066,1,1491,1039.41,1039.41
O803360,P50401,S20146,1,1154,721.02,721.02
O809908,P51448,S20038,1,1802,1385.68,1385.68
O809908,P50656,S20119,1,5955,5478.24,5478.24
O807766,P50268,S20126,1,78839,66081.52,66081.52
O811373,P50298,S20101,1,472,384.42,384.42
O811373,P50112,S20229,1,919,756.38,756.38
O811373,P51005,S20185,1,3972,3100.71,3100.71
O806955,P51344,S20215,1,6970,4565.09,4565.09
O806955,P50918,S20090,1,11930,10216.12,10216.12
O811386,P51063,S20106,1,12817,8602.95,8602.95
O811683,P50673,S20137,1,5676,3901.04,3901.04
O811434,P50945,S20203,1,4881,3459.32,3459.32
O800897,P50364,S20105,1,40427,35033.03,35033.03
O810671,P50205,S20145,3,1938,1538.18,4614.54
O800725,P50980,S20100,1,1871,1628.89,1628.89
O800725,P51258,S20107,1,144586,121008.85,121008.85
O800725,P50106,S20113,1,5664,4563.74,4563.74
O810394,P50596,S20124,1,8649,7829.62,7829.62
O810394,P51115,S20174,1,13938,7986.97,7986.97
O801289,P51437,S20050,1,1360,1035.85,1035.85
O801289,P50039,S20038,1,3190,2992.72,2992.72
O805076,P50395,S20064,1,7942,6081.76,6081.76
O805076,P51497,S20035,1,2126,1989.68,1989.68
O809213,P51489,S20214,3,8630,6987.58,20962.74
O807280,P51011,S20196,1,47027,39886.63,39886.63
O807280,P50305,S20203,1,3378,2473.29,2473.29
O811189,P50042,S20207,1,22052,22052.0,22052.0
O804861,P50854,S20132,1,44230,44230.0,44230.0
O804861,P51007,S20207,1,714,596.72,596.72
O809562,P51156,S20130,1,3898,2555.78,2555.78
O802715,P50576,S20167,2,1833,1486.03,2972.06
O802715,P51374,S20050,1,1294,1179.92,1179.92
O807696,P50148,S20118,1,18708,17358.6,17358.6
O807696,P50070,S20016,2,805,483.65,967.3
O805887,P50320,S20010,1,805,694.58,694.58
O800927,P50443,S20045,1,61884,48741.01,48741.01
O801309,P50766,S20226,1,42271,40756.1,40756.1
O801309,P51185,S20062,1,179,152.55,152.55
O801309,P51383,S20240,1,4995,3243.69,3243.69
O803537,P50457,S20163,1,1903,1867.8,1867.8
O811421,P50687,S20146,1,2934,2485.06,2485.06
O803897,P50792,S20203,1,16442,11336.93,11336.93
O809824,P51219,S20040,1,65764,43356.89,43356.89
O809824,P51183,S20129,1,3352,2299.46,2299.46
O805492,P50812,S20026,1,114042,88143.62,88143.62
O805492,P50091,S20027,1,6507,6051.51,6051.51
O805118,P50652,S20093,1,124806,114002.1,114002.1
O805118,P50260,S20060,1,1451,1009.98,1009.98
O801231,P50144,S20125,1,7252,6395.89,6395.89
O801488,P50238,S20164,1,147688,140573.5,140573.5
O801488,P51094,S20201,1,5942,3599.94,3599.94
O801488,P50905,S20034,1,63249,59073.63,59073.63
O811530,P51498,S20018,1,127406,80044.69,80044.69
O807286,P50918,S20058,1,11930,8802.13,8802.13
O807286,P50655,S20052,1,39098,29200.92,29200.92
O807286,P50307,S20209,1,7785,6368.24,6368.24
O807286,P50666,S20228,1,33374,17571.13,17571.13
O804650,P51422,S20066,2,422,321.33,642.66
O804650,P50773,S20145,1,4257,3354.05,3354.05
O804650,P51001,S20084,1,340,260.89,260.89
O805659,P51126,S20205,1,100876,78699.52,78699.52
O809656,P50279,S20034,1,2242,1602.44,1602.44
O803922,P50754,S20103,1,1586,1231.44,1231.44
O810886,P50598,S20177,1,3609,2776.53,2776.53
O809840,P50132,S20118,1,9852,7461.09,7461.09
O809840,P50710,S20167,3,6214,6214.0,18642.0
O800781,P50085,S20102,1,4674,3246.74,3246.74
O804837,P50604,S20113,1,12084,8229.18,8229.18
O802086,P51204,S20056,1,5137,3795.42,3795.42
O802086,P50034,S20041,2,139440,110325.06,220650.12
O804712,P50609,S20213,1,11814,9567.88,9567.88
O811388,P50033,S20104,1,4180,3129.82,3129.82
O807159,P50477,S20034,1,30800,23367.43,23367.43
O807159,P50465,S20200,1,73821,60198.36,60198.36
O804312,P50384,S20079,1,10210,8337.4,8337.4
O805868,P51145,S20082,1,36550,31184.77,31184.77
O805868,P51332,S20066,1,23192,21159.08,21159.08
O808677,P51231,S20093,1,45230,45230.0,45230.0
O808677,P51149,S20187,2,5520,4676.14,9352.28
O802930,P51085,S20151,1,29505,25592.91,25592.91
O802930,P51078,S20117,1,8106,5020.89,5020.89
O807770,P51371,S20000,1,14925,11296.3,11296.3
O811317,P50373,S20177,1,57951,48588.83,48588.83
O807183,P50239,S20073,1,5079,3665.93,3665.93
O804112,P50819,S20094,1,49878,39614.99,39614.99
O807871,P51247,S20125,1,638,410.18,410.18
O807871,P50537,S20231,1,28445,24930.87,24930.87
O809294,P50854,S20054,1,44230,32741.72,32741.72
O804040,P50047,S20183,1,8557,7820.86,7820.86
O804365,P50812,S20103,2,114042,96892.13,193784.26
O805809,P50486,S20149,1,67730,63469.19,63469.19
O809767,P50800,S20086,1,10459,9531.32,9531.32
O805891,P50959,S20021,1,33534,19345.53,19345.53
O802266,P51357,S20106,1,3649,2833.15,2833.15
O802266,P50739,S20192,1,2716,2196.47,2196.47
O811523,P51270,S20196,1,2256,1847.5,1847.5
O802654,P51128,S20025,1,75840,52543.26,52543.26
O801956,P50887,S20188,1,4817,3420.31,3420.31
O811158,P51482,S20208,1,9837,8268.11,8268.11
O808462,P51395,S20127,2,53586,51575.68,103151.36
O808462,P50034,S20225,1,139440,94290.37,94290.37
O809741,P51267,S20180,1,388,295.14,295.14
O809741,P51432,S20111,1,4889,4061.96,4061.96
O804665,P50864,S20222,1,254,215.02,215.02
O810989,P50204,S20161,1,12723,7002.34,7002.34
O810989,P50544,S20077,1,10077,7005.44,7005.44
O805829,P50904,S20127,1,1185,1018.19,1018.19
O805829,P50743,S20139,1,31746,15898.68,15898.68
O805829,P51292,S20227,1,4903,3904.36,3904.36
O808052,P50151,S20078,1,5082,4705.19,4705.19
O811469,P51085,S20002,1,29505,23937.67,23937.67
O811462,P50167,S20072,1,114831,101098.32,101098.32
O804853,P51407,S20009,1,6078,4099.07,4099.07
O808545,P50826,S20068,3,11163,9173.99,27521.97
O801886,P51335,S20129,1,82225,73823.26,73823.26
O802236,P50059,S20217,1,54199,41141.89,41141.89
O802999,P50278,S20069,1,6836,6328.69,6328.69
O802999,P50316,S20236,1,7744,5595.74,5595.74
O802643,P51323,S20133,1,45632,24527.05,24527.05
O810173,P50042,S20068,1,22052,15050.37,15050.37
O810173,P51341,S20173,1,7010,6237.05,6237.05
O810173,P50921,S20091,1,5675,3246.54,3246.54
O809334,P51135,S20082,1,372,272.72,272.72
O806053,P50919,S20023,1,4653,3845.69,3845.69
O806053,P50506,S20164,2,57324,46469.15,92938.3
O800531,P51020,S20217,1,680,466.43,466.43
O806034,P50472,S20206,1,136038,120085.2,120085.2
O806034,P51194,S20232,1,7678,7678.0,7678.0
O801825,P50359,S20143,1,97043,89626.64,89626.64
O801825,P51434,S20179,1,11957,8846.87,8846.87
O805163,P51280,S20094,1,25385,23704.79,23704.79
O810443,P51072,S20235,1,6638,4846.85,4846.85
O805631,P50559,S20115,1,2235,1937.9,1937.9
O805631,P51487,S20109,1,42423,40800.36,40800.36
O804374,P50738,S20177,1,567,429.52,429.52
O803003,P50718,S20028,1,34106,25997.47,25997.47
O803003,P50225,S20242,2,1091,777.51,1555.02
O803003,P50692,S20054,1,45352,45352.0,45352.0
O803297,P50392,S20213,1,47184,45392.11,45392.11
