order_id,payment_type,amount,shipping_fee
O809334,COD,,0
O806053,COD,,0
O800531,UPI,,40
O806034,COD,,0
O801825,COD,,0
O805163,Credit Card,,0
O810443,Credit Card,,0
O805631,Credit Card,,0
O804374,UPI,,40
O803003,Credit Card,,0
O803297,Credit Card,,0
O810821,COD,,0
O801987,Credit Card,,0
O802479,COD,,0
O806277,NetBanking,,0
O808565,UPI,,0
O803055,Credit Card,,0
O800892,Debit Card,,0
O810020,UPI,,0
O808240,Credit Card,,0
O808185,COD,,0
O802615,UPI,,0
O808601,UPI,,0
O807523,Credit Card,,0
O805553,COD,,0
O800805,NetBanking,,0
O810596,Debit Card,,0
O804494,UPI,,0
O804501,COD,,0
O808135,Debit Card,,0
O806001,COD,,0
O801080,UPI,,0
O811859,UPI,,0
O802933,Credit Card,,0
O805110,Debit Card,,0
O811827,Credit Card,,0
O800319,Credit Card,,0
O810621,Credit Card,,0
O805236,UPI,,0
O805287,Credit Card,,0
O807616,UPI,,0
O804433,UPI,,0
O805320,UPI,,0
O806066,UPI,,0
O806199,UPI,,0
O811042,UPI,,0
O809735,Credit Card,,0
O801921,Credit Card,,0
O803711,COD,,0
O803352,UPI,,0
O804125,NetBanking,,0
O802559,COD,,0
O807057,Debit Card,,0
O811803,COD,,0
O807125,Debit Card,,0
O800526,COD,,0
O800357,UPI,,0
O801131,UPI,,0
O811466,UPI,,0
O809423,COD,,0
O808420,Debit Card,,0
O804699,Credit Card,,0
O809446,Credit Card,,0
O807854,UPI,,0
O808647,NetBanking,,0
O808771,UPI,,0
O802069,UPI,,0
O808333,UPI,,0
O802404,UPI,,0
O802577,Debit Card,,0
O808158,Debit Card,,0
O806390,Debit Card,,0
O806869,UPI,,0
O806284,COD,,0
O801594,Wallet,,0
O800718,Debit Card,,0
O804406,Credit Card,,0
O810875,UPI,,0
O804578,UPI,,0
O805375,UPI,,0
O801994,Credit Card,,0
O807620,UPI,,0
O800011,Wallet,,0
O801020,Debit Card,,0
O806450,UPI,,0
O800825,NetBanking,,0
O806211,UPI,,0
O808643,COD,,0
O803467,Credit Card,,0
O810222,Credit Card,,0
O801403,UPI,,0
O800998,UPI,,0
O811330,Wallet,,0
O801596,COD,,0
O808758,COD,,0
O801766,UPI,,40
O811035,Debit Card,,0
O804833,Credit Card,,0
O808530,UPI,,0
O804127,COD,,0
O803649,UPI,,0
O805112,Credit Card,,0
O811318,Credit Card,,0
O804114,Credit Card,,0
O811596,UPI,,0
O807225,Debit Card,,0
O807554,NetBanking,,0
O810168,UPI,,0
O811921,UPI,,0
O808712,Credit Card,,0
O805140,Wallet,,0
O806612,Credit Card,,0
O803402,COD,,0
O807240,Credit Card,,0
O811684,UPI,,0
O800320,UPI,,0
O809786,Credit Card,,0
O808607,Credit Card,,0
O804344,UPI,,0
O810364,Credit Card,,0
O806536,Credit Card,,0
O807609,UPI,,0
O809977,NetBanking,,0
O810854,UPI,,0
O808301,UPI,,0
O810395,UPI,,0
O801666,COD,,0
O809380,Debit Card,,0
O806255,COD,,0
O811810,NetBanking,,0
O801125,UPI,,0
O805883,UPI,,0
O800511,COD,,0
O809376,UPI,,0
O807943,COD,,0
O809745,COD,,0
O800854,Credit Card,,0
O806279,Credit Card,,0
O803243,Debit Card,,0
O801728,Credit Card,,0
O802868,Wallet,,0
O802780,Credit Card,,0
O801838,Debit Card,,0
O806841,Credit Card,,0
O801357,UPI,,0
O806075,COD,,0
O807768,UPI,,0
O807762,Debit Card,,0
O804818,Credit Card,,0
O810165,COD,,0
O803843,COD,,0
O811963,UPI,,0
O805425,COD,,0
O802373,UPI,,0
O811672,Credit Card,,0
O804879,NetBanking,,0
O803126,Credit Card,,0
O800192,Credit Card,,0
O803854,Wallet,,0
O803097,UPI,,0
O807574,COD,,0
O811628,Debit Card,,0
O809173,COD,,0
O810472,UPI,,0
O800155,UPI,,0
O802829,COD,,0
O806442,COD,,0
O809833,NetBanking,,0
O808399,UPI,,0
O803229,UPI,,0
O801619,UPI,,0
O806351,COD,,0
O809407,COD,,0
O800792,Debit Card,,0
O800366,UPI,,0
O801980,COD,,0
O801306,Credit Card,,0
O800653,UPI,,0
O811426,Debit Card,,0
O809985,UPI,,0
O803434,Debit Card,,0
O804603,Wallet,,0
O800510,Debit Card,,0
O805275,COD,,0
O809143,COD,,0
O800296,UPI,,0
O807549,Debit Card,,0
O801824,Credit Card,,0
O809873,UPI,,0
O809458,UPI,,0
O811303,UPI,,0
O810001,Debit Card,,0
O803721,UPI,,0
O805651,UPI,,0
O811532,UPI,,0
O806609,UPI,,0
O808286,Wallet,,0
O808525,Credit Card,,0
O801879,Credit Card,,60
O807953,UPI,,0
O806309,UPI,,0
O809727,Debit Card,,0
O807750,Credit Card,,0
O800024,Debit Card,,0
O810574,UPI,,0
O804628,Credit Card,,0
O811807,COD,,0
O804254,Debit Card,,0
O811321,NetBanking,,0
O800901,COD,,0
O800266,NetBanking,,0
O805467,Debit Card,,0
O801794,COD,,0
O807603,NetBanking,,0
O805247,Debit Card,,0
O803550,UPI,,0
O806553,UPI,,0
O800105,Credit Card,,0
O805370,COD,,0
O805535,Credit Card,,0
O807644,UPI,,0
O801492,Credit Card,,0
O807718,Debit Card,,0
O805190,UPI,,60
O811659,UPI,,0
O801605,Credit Card,,0
O810777,UPI,,0
O809271,UPI,,0
O807278,COD,,0
O803034,Credit Card,,0
O802311,UPI,,0
O803753,Debit Card,,0
O807926,UPI,,0
O803391,UPI,,0
O805869,UPI,,0
O802706,Credit Card,,0
O811804,UPI,,0
O800820,Wallet,,0
O805092,UPI,,0
O806136,COD,,0
O810082,Credit Card,,0
O810138,UPI,,0
O807066,COD,,0
O811912,Credit Card,,0
O805924,UPI,,0
O808300,UPI,,0
O803950,UPI,,0
O800462,Debit Card,,0
O809103,Wallet,,0
O801350,UPI,,0
O808859,UPI,,0
O811649,Wallet,,0
O803027,UPI,,0
O804464,UPI,,0
O804601,Wallet,,0
O810374,Debit Card,,0
O809979,UPI,,0
O810712,UPI,,0
O808177,Credit Card,,0
O811719,UPI,,0
O810505,UPI,,0
O804022,UPI,,0
O802845,Credit Card,,0
O804583,UPI,,0
O811239,COD,,0
O811964,NetBanking,,0
O803820,Wallet,,0
O802121,COD,,0
O811673,UPI,,0
O810888,COD,,0
O800765,Credit Card,,0
O802672,Credit Card,,0
O800402,Credit Card,,0
O809273,NetBanking,,0
O802986,Credit Card,,0
O808634,COD,,0
O801647,UPI,,0
O803572,Credit Card,,0
O811514,Debit Card,,0
O806048,COD,,0
O801279,COD,,0
O811729,UPI,,0
O809255,Credit Card,,0
O804385,UPI,,0
O806530,Debit Card,,0
O804120,Credit Card,,0
O809500,COD,,0
O810167,Credit Card,,0
O806474,Debit Card,,0
O806260,Debit Card,,0
O801897,Credit Card,,0
O801913,UPI,,0
O807223,UPI,,0
O810926,NetBanking,,0
O811257,Credit Card,,0
O800328,UPI,,0
O807737,COD,,0
O810622,Debit Card,,0
O810676,UPI,,0
O800078,UPI,,0
O808412,UPI,,0
O807447,Wallet,,0
O800113,UPI,,0
O802811,NetBanking,,0
O800245,UPI,,0
O808403,UPI,,0
O805522,UPI,,0
O805126,COD,,0
O808872,Wallet,,0
O802806,Credit Card,,0
O810223,UPI,,0
O804610,UPI,,0
O807065,UPI,,0
O801211,Credit Card,,0
O807394,NetBanking,,0
O804936,NetBanking,,0
O811858,Credit Card,,0
O810178,Credit Card,,0
O803617,Credit Card,,0
O800049,Debit Card,,0
O805894,Debit Card,,40
O811979,Debit Card,,0
O802273,Debit Card,,0
O808708,UPI,,60
O806554,Credit Card,,0
O806484,UPI,,0
O801625,Debit Card,,0
O802250,Credit Card,,0
O811236,UPI,,0
O804524,Debit Card,,0
O801535,UPI,,0
O801779,UPI,,0
O809723,COD,,0
O802969,COD,,0
O803653,COD,,0
O802033,Debit Card,,0
O807847,Credit Card,,0
O804572,Debit Card,,0
O811086,COD,,0
O811994,Debit Card,,0
O807182,COD,,0
O804048,UPI,,0
O811711,UPI,,0
O809137,UPI,,0
O804562,UPI,,0
O807960,Credit Card,,0
O808148,Debit Card,,0
O803849,Credit Card,,0
O803175,NetBanking,,0
O807448,Credit Card,,0
O810737,Credit Card,,0
O801119,Credit Card,,0
O808964,Debit Card,,0
O801065,UPI,,0
O811043,Debit Card,,0
O802317,Credit Card,,0
O808639,Debit Card,,0
O806072,Credit Card,,0
O811687,UPI,,0
O807138,UPI,,40
O808610,UPI,,0
O806480,UPI,,0
O806456,Debit Card,,0
O803604,COD,,0
O807599,COD,,0
O806035,NetBanking,,0
O809096,Credit Card,,0
O806980,Credit Card,,0
O801699,UPI,,0
O805407,UPI,,0
O810160,COD,,0
O811813,UPI,,0
O806562,Debit Card,,0
O802447,Debit Card,,0
O803310,UPI,,0
O809588,COD,,0
O803934,UPI,,0
O807115,UPI,,0
O804621,Credit Card,,0
O811006,Credit Card,,0
O802970,NetBanking,,0
O805107,COD,,0
O801057,UPI,,0
O807281,UPI,,0
O806329,UPI,,0
O803381,COD,,0
O801426,NetBanking,,0
O804723,Credit Card,,0
O802763,Credit Card,,60
O801248,Credit Card,,0
O805852,UPI,,0
O802403,Credit Card,,0
O800824,UPI,,0
O807155,UPI,,0
O811752,COD,,0
O809419,UPI,,0
O803818,UPI,,0
O801683,Credit Card,,0
O800754,UPI,,40
O810444,Credit Card,,0
O803362,Wallet,,0
O808846,UPI,,0
O801742,UPI,,0
O804981,Credit Card,,0
O804832,Credit Card,,0
O807787,UPI,,0
O807091,COD,,0
O805104,Credit Card,,0
O803149,UPI,,0
O800197,COD,,0
O805225,Credit Card,,0
O811334,UPI,,0
O809932,COD,,0
O803141,UPI,,0
O810589,COD,,0
O806658,UPI,,0
O810624,UPI,,0
O811040,UPI,,0
O804408,Debit Card,,0
O805239,NetBanking,,0
O809694,Wallet,,0
O800928,Credit Card,,0
O808173,COD,,0
O806920,Credit Card,,0
O803272,Debit Card,,0
O807915,UPI,,0
O811364,COD,,0
O804858,Debit Card,,0
O810181,Debit Card,,0
O802462,UPI,,0
O803624,Credit Card,,0
O809416,UPI,,0
O803947,NetBanking,,0
O809533,Wallet,,0
O807815,UPI,,0
O804704,UPI,,0
O806606,UPI,,0
O800274,Credit Card,,0
O800513,NetBanking,,0
O811400,Credit Card,,0
O810689,Wallet,,0
O801105,COD,,0
O806495,UPI,,0
O802772,UPI,,0
O800307,COD,,0
O803809,COD,,0
O807413,Credit Card,,0
O808227,Credit Card,,0
O803516,UPI,,0
O802626,UPI,,0
O805400,NetBanking,,0
O809130,UPI,,0
O805938,Debit Card,,0
O803276,UPI,,0
O805839,UPI,,0
O811861,Credit Card,,0
O807747,Credit Card,,0
O809093,Debit Card,,0
O800081,UPI,,0
O809354,Credit Card,,0
O809350,UPI,,0
O809162,Credit Card,,0
O802726,UPI,,0
O802944,COD,,0
O800358,UPI,,0
O805433,Debit Card,,0
O805525,NetBanking,,0
O806455,COD,,0
O808892,UPI,,0
O800500,Debit Card,,0
O805408,NetBanking,,0
O805564,Debit Card,,0
O805643,COD,,40
O810352,Credit Card,,0
O804238,NetBanking,,0
O809045,UPI,,0
O800710,Wallet,,0
O807757,Debit Card,,0
O805974,NetBanking,,0
O811048,UPI,,0
O801807,Credit Card,,0
O802336,UPI,,0
O801532,COD,,0
O805210,COD,,0
O800869,UPI,,0
O807024,UPI,,0
O801359,Credit Card,,0
O802460,UPI,,0
O809100,Debit Card,,0
O805791,UPI,,0
O802111,Debit Card,,0
O805884,UPI,,0
O800830,UPI,,0
O806591,Credit Card,,0
O806778,NetBanking,,0
O805626,Debit Card,,0
O801146,UPI,,0
O801677,Debit Card,,0
O805625,UPI,,0
O809397,COD,,0
O800639,UPI,,0
O810677,Debit Card,,0
O807021,Credit Card,,0
O801465,Credit Card,,0
O808852,Credit Card,,0
O804397,UPI,,0
O803770,Credit Card,,0
O808267,COD,,0
O802675,UPI,,0
O803763,Debit Card,,0
O811181,COD,,0
O808937,COD,,0
O809841,UPI,,0
O804771,NetBanking,,0
O811851,COD,,0
O806877,Credit Card,,0
O809764,Credit Card,,0
O810217,UPI,,0
O800986,UPI,,0
O809666,Debit Card,,0
O805422,Credit Card,,0
O803139,UPI,,0
O801971,UPI,,0
O806320,COD,,0
O809617,UPI,,0
O803974,Debit Card,,0
O806029,UPI,,0
O811623,Debit Card,,0
O809253,Debit Card,,0
O805117,COD,,0
O810192,Debit Card,,0
O802156,UPI,,0
O807861,COD,,0
O801585,UPI,,0
O806509,UPI,,0
O805330,COD,,0
O806804,NetBanking,,0
O800999,NetBanking,,0
O811081,Credit Card,,0
O809062,Credit Card,,0
O810917,Debit Card,,0
O807364,UPI,,0
O807395,UPI,,0
O806596,UPI,,0
O800581,Credit Card,,0
O803594,COD,,0
O807105,COD,,0
O802751,COD,,0
O806600,UPI,,0
O807218,Debit Card,,0
O807646,Debit Card,,0
O810783,Credit Card,,0
O808706,Debit Card,,0
O804317,UPI,,0
O809149,COD,,0
O808933,UPI,,0
O811359,COD,,0
O800161,UPI,,0
O811493,Credit Card,,0
O806675,UPI,,0
O803038,UPI,,0
O801343,Debit Card,,0
O802903,COD,,0
O811603,COD,,0
O810263,UPI,,0
O803315,Debit Card,,0
O809486,UPI,,0
O811624,UPI,,0
O811215,UPI,,0
O806174,UPI,,0
O807334,Debit Card,,0
O801636,UPI,,0
O807247,Debit Card,,0
O807116,UPI,,40
O810684,NetBanking,,0
O806911,UPI,,0
O803433,Debit Card,,0
O802632,Credit Card,,0
O801671,Credit Card,,0
O805558,UPI,,0
O806848,Debit Card,,0
O807340,COD,,0
O807754,Debit Card,,0
O806249,Credit Card,,0
O809973,Credit Card,,0
O800764,Credit Card,,0
O804474,UPI,,0
O811737,Credit Card,,0
O809022,Credit Card,,0
O804042,NetBanking,,0
O808780,UPI,,0
O800186,Credit Card,,0
O802038,Debit Card,,0
O807167,COD,,0
O803724,COD,,0
O806722,Debit Card,,0
O807985,Credit Card,,0
O805526,Debit Card,,0
O808521,UPI,,0
O800446,Debit Card,,0
O807622,UPI,,0
O802159,Credit Card,,0
O803163,UPI,,0
O810560,UPI,,0
O802402,UPI,,0
O805671,COD,,0
O801730,Credit Card,,0
O810402,NetBanking,,0
O806214,COD,,0
O803637,UPI,,0
O802742,COD,,0
O808813,UPI,,0
O807594,Credit Card,,0
O811075,COD,,0
O809484,UPI,,0
O807525,UPI,,0
O801266,UPI,,0
O810355,COD,,0
O807359,COD,,0
O802222,COD,,0
O810410,Credit Card,,0
O805326,COD,,0
O809356,UPI,,0
O808429,Debit Card,,0
O806691,Credit Card,,0
O805218,UPI,,0
O805978,COD,,0
O800544,NetBanking,,0
O810862,COD,,0
O800092,Debit Card,,0
O805945,UPI,,0
O810044,Debit Card,,0
O806865,UPI,,0
O809713,UPI,,0
O809174,COD,,0
O810108,Credit Card,,0
O809609,NetBanking,,0
O801335,Credit Card,,0
O803247,UPI,,0
O808095,Credit Card,,0
O805233,Credit Card,,0
O805805,UPI,,0
O803436,UPI,,0
O806738,UPI,,40
O800286,COD,,0
O811823,UPI,,0
O806598,COD,,0
O800136,Credit Card,,0
O805018,UPI,,0
O811743,Credit Card,,0
O803018,Wallet,,0
O800362,Credit Card,,0
O806704,UPI,,0
O807292,COD,,0
O810096,UPI,,0
O802864,COD,,0
O803600,UPI,,0
O809510,NetBanking,,0
O800802,UPI,,0
O807570,UPI,,0
O811433,NetBanking,,40
O805238,Credit Card,,0
O807921,Wallet,,0
O811781,Debit Card,,0
O807567,UPI,,0
O804327,UPI,,0
O805599,COD,,0
O811710,UPI,,0
O809404,Credit Card,,0
O807338,UPI,,0
O810005,NetBanking,,0
O804177,UPI,,0
O802920,UPI,,0
O806494,UPI,,0
O804130,UPI,,0
O803435,Credit Card,,0
O809677,Wallet,,0
O809059,NetBanking,,0
O804652,COD,,0
O801821,UPI,,0
O808660,UPI,,0
O803388,Credit Card,,0
O811942,COD,,0
O808963,Wallet,,0
O806299,COD,,0
O806114,Debit Card,,0
O806651,Debit Card,,0
O804679,COD,,0
O805524,UPI,,0
O808342,COD,,0
O802580,NetBanking,,0
O806572,UPI,,0
O803741,UPI,,0
O804545,UPI,,0
O803478,Debit Card,,0
O807573,COD,,0
O810329,UPI,,0
O803829,Debit Card,,0
O806855,Debit Card,,0
O811204,UPI,,0
O803395,UPI,,0
O803479,Credit Card,,0
O810333,UPI,,40
O809417,UPI,,0
O801291,Credit Card,,0
O806746,UPI,,0
O809763,Debit Card,,0
O810148,UPI,,0
O807542,NetBanking,,0
O802050,Credit Card,,0
O800756,UPI,,0
O801122,UPI,,0
O803933,Credit Card,,0
O806076,Credit Card,,0
O811299,COD,,0
O800464,Debit Card,,0
O809839,COD,,0
O806906,Credit Card,,0
O800801,UPI,,0
O803954,UPI,,0
O810941,UPI,,0
O804356,UPI,,0
O802456,UPI,,0
O810050,Credit Card,,0
O810260,Debit Card,,0
O807535,UPI,,0
O800344,Credit Card,,0
O809882,UPI,,0
O803955,NetBanking,,0
O808689,Credit Card,,0
O802680,NetBanking,,0
O804760,Debit Card,,0
O806998,COD,,0
O803892,COD,,0
O800243,Credit Card,,0
O806747,Credit Card,,0
O810637,Wallet,,0
O808131,UPI,,0
O801894,Debit Card,,0
O811110,Debit Card,,0
O803621,COD,,0
O811455,UPI,,0
O806188,COD,,0
O800259,COD,,0
O801539,UPI,,0
O803543,UPI,,0
O801681,UPI,,0
O811149,Debit Card,,0
O806002,COD,,0
O807050,NetBanking,,0
O801848,Debit Card,,0
O810100,UPI,,0
O801142,UPI,,0
O800700,UPI,,0
O800706,Debit Card,,0
O808696,Credit Card,,0
O804033,COD,,60
O811642,COD,,0
O810118,UPI,,0
O803250,Debit Card,,0
O800991,COD,,0
O807129,COD,,0
O809592,Credit Card,,0
O804067,COD,,0
O801193,COD,,0
O800570,UPI,,0
O804777,Credit Card,,0
O800546,UPI,,0
O805477,Credit Card,,0
O805736,Credit Card,,0
O805696,Debit Card,,0
O810475,UPI,,0
O806879,Credit Card,,0
O804885,UPI,,0
O807276,NetBanking,,0
O805686,UPI,,0
O800472,COD,,0
O800940,UPI,,0
O808670,Wallet,,0
O810696,Wallet,,0
O801939,Wallet,,0
O802486,UPI,,0
O811328,UPI,,0
O811182,Credit Card,,0
O807851,NetBanking,,0
O804615,COD,,0
O802073,UPI,,0
O806105,COD,,0
O806458,NetBanking,,0
O811153,UPI,,0
O811406,UPI,,0
O802290,COD,,0
O800950,UPI,,0
O805377,Credit Card,,0
O801227,COD,,0
O804511,Debit Card,,0
O803619,UPI,,0
O807813,Wallet,,0
O804757,UPI,,0
O802149,Debit Card,,0
O803340,Debit Card,,0
O800942,Debit Card,,0
O809938,Debit Card,,0
O804387,UPI,,0
O803263,COD,,0
O811969,Credit Card,,0
O803593,UPI,,0
O807142,COD,,0
O811195,UPI,,0
O801974,COD,,0
O800091,Debit Card,,0
O801102,UPI,,0
O806625,UPI,,0
O808691,COD,,0
O805206,UPI,,0
O810323,Debit Card,,0
O800645,UPI,,0
O801820,COD,,0
O811782,COD,,0
O804276,COD,,0
O802217,UPI,,0
O808476,NetBanking,,0
O809686,UPI,,0
O811833,UPI,,0
O801962,Credit Card,,0
O801068,Debit Card,,0
O807877,UPI,,0
O800047,UPI,,0
O806367,UPI,,0
O806889,UPI,,0
O803133,Debit Card,,0
O808644,NetBanking,,0
O800448,COD,,0
O803708,Credit Card,,0
O803472,UPI,,0
O809468,NetBanking,,0
O802384,Debit Card,,0
O803525,UPI,,0
O800925,COD,,0
O810748,UPI,,0
O806977,Credit Card,,0
O811047,UPI,,0
O804660,Debit Card,,0
O808993,Credit Card,,0
O809212,NetBanking,,0
O800491,UPI,,0
O811746,UPI,,0
O808687,Credit Card,,0
O811822,UPI,,0
O805854,NetBanking,,0
O801254,UPI,,0
